,date,content,higher_order,higher_order_e,网管办,网监,boss_order,boss_order_e,老沉,陈彤,老陈,info_action,info_action_e,行动性,煽动,surveillance,surveillance_e,上报,discussion_protect,discussion_protect_e,攻击,攻击.*党,攻击.*政府,攻击.*领导人,攻击.*制度,person_p,person_p_e,习近平,温家宝,温,薄熙来,近平,温家,周永康,习,胡锦涛,江泽民,person_y,person_y_e,陈光诚,person_b,person_b_e,foreign,foreign_e,美国,香港,sina,sina_e,新浪,person,org,gpe,person_n,org_n,gpe_n
80,2011年10月26日,五十五中有发大事了!!!!!!!!除了一个中国部的一个学生死在操场，一位国际部的语文老师发疯拿刀在学校发疯。悲剧了，我是国际部的 虚假消息，见到私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],"['国际部', '中国部']",[],0,2,0
79,2011年10月26日,缅甸刚刚宣布允许缅甸人上Facebook。现在全球还禁止公民进入Facebook的还有4个国家，朝鲜、古巴、伊朗，和中国。该内容隐着放，转发到300止处理，已经加了自动隐。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],"['朝鲜', '缅甸', '中国', '古巴', '伊朗']",0,0,5
78,2011年10月26日,《建国大业》纽约首映观众为0；原订18日举行中美研讨会“中国电影业发展和对世界电影文化的贡献”，也临时取消。这话题太危险，若有人举出被中国某某部禁止国内上映、海外热评的10部影片，会搞乱研讨会。纽约[中国电影文化周」由文化部广电总局等推出，17日首演《建国大业》零观众，成此间华文媒体笑谈。虚假消息 私密处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],"['中国某某部', '中国电影业', '文化部广电总局']","['纽约', '中国', '美', '中']",0,3,4
77,2011年10月26日,[URL] 新疆维吾尔自治区第八次党代会今天会有微直播，审核时见到相关负面内容一律私密，涉疆的内容一定要谨慎，拿不准的问。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['新疆维吾尔'],0,0,1
76,2011年10月26日,[CODE] 老陈要求全面删除此图，见到私密,[],0,0,0,['老陈'],1,0,0,1,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
75,2011年10月26日,[URL] 此内容注意转发评论,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
74,2011年10月26日,"[CODE] 谣言，陈彤要求新号发的直接封杀 ,一般用户发的删除，已经辟谣",[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
73,2011年10月26日,[URL] 南方人物周刊 网管办要求删除，老沉同意,['网管办'],1,1,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['南方人物周刊'],[],0,1,0
72,2011年10月26日,[URL] 韩志国，网管办要求删除，老沉同意,['网管办'],1,1,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['韩志国'],1,[],0,0,0,[],0,0,['韩志国'],[],[],1,0,0
70,2011年10月26日,阎维文演唱会，彭丽媛担任艺术总监 注意转发评论，不要涉及64内容,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['彭丽媛'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['彭丽媛'],[],[],1,0,0
71,2011年10月26日,温家宝：要适时适度对经济政策进行预调微调 注意转发和评论,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['温家宝', '温', '温家']",1,0,1,1,0,0,1,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['温家宝'],[],[],1,0,0
68,2011年10月26日,[URL] 老沉，老曹，老彭都确认过搞的这个活动，盯住转发和评论，不要出现攻击新浪和政府 的内容,[],0,0,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*政府', '攻击.*新浪']",1,1,0,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,['新浪'],1,1,[],['新浪'],[],0,1,0
67,2011年10月26日,[URL],[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
66,2011年10月26日,[URL] 不管谁通知都不处理，如果老沉要求的话跟蒋XX打招呼。,[],0,0,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
65,2011年10月26日,"建军伟业 老沉通知注意按时恢复。小号@建军伟业预备役 网管办要求封杀，已报老沉同意。封杀了. [URL] 这是建军伟业的新小号,加敏感了",['网管办'],1,1,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
64,2011年10月26日,10月28号 厦门的士罢工 注意处理行动性信息,[],0,0,0,[],0,0,0,0,['行动性'],1,1,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['厦门'],0,0,1
63,2011年10月26日,财政部似乎是一不留神“泄了老底”，一句“中国人均税负1166美元”，让全国人民震惊不已。要知道全国老百姓的人均收入可还不到1000美元，钱都被谁拿走，钱都让谁花了 ，困惑着中国老百姓。虚假消息，见到私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['财政部'],['中国'],0,1,1
62,2011年10月26日,[URL] 这事有新闻报道，大家看到先不处理，带现场图的也先不动，转发超过1000的报给负责人,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
61,2011年10月26日,此图不上,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
60,2011年10月26日,[CODE] 普删V私,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
69,2011年10月26日,[URL] 虚假 1.4假 2.3真,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
89,2011年10月27日,美国没有组织部，所以没有买官卖官；没有国土部，所以没有强拆；没有铁道部，所以没有黄牛倒票；没有宣传部，所以记者可探究真相；没有文化部，所以文化繁荣；没有广电总局，所以能拍出大片；没有科技部，所以科技发达；没有国家民委，所以民族相处和睦。这个段子私密，之前的内容我已经清了。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['美国'],1,1,0,[],0,0,[],"['文化部', '国家民委', '铁道部', '广电总局']",[],0,4,0
92,2011年10月27日,"[CODE] 湖州织里，这么猛！？短兵刀剑相搏，这完全是爆动了！@湖州大戏直播: 【解放军叔叔来了，不用怕】 短兵相接的是假的,见到私密",[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['解放军'],['湖州'],0,1,1
91,2011年10月27日,普通官员：我贪了一大笔钱，准备出国和家人汇合。文艺官员：我给每位情妇作了首诗，还收集了她们的阴毛。二逼官员：我刚刚去台上搂了宋祖英，但她好像很不高兴。 这个段子见到私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['宋祖英'],1,[],0,0,0,[],0,0,['宋祖英'],[],[],1,0,0
93,2011年10月27日,织里镇对于服装加工户收取每台缝纫机300块/年的税。今年涨到600，而且外地人的税比本地人高，老板跑路这些安徽的加工户收不到钱而这时zf又上门收税，后来去ZF门口抗议，群情激愤下准备砸本地车，结果一开奥迪的本地人一脚油门下去撞飞十几个外地人，死了8个，然后外地人就hold不住开始沿街砸本地车。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['奥迪'],"['安徽', '去Z']",0,1,2
90,2011年10月27日,网管办要求清理：《弟弟要睡了》的相关报道，全网清理干净，2小时后上面检查。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
88,2011年10月27日,老沉要求全面删除这个名单【#负责监控陈光诚人员名单#】复制扩散，立此存照。 此名单看到私密。,[],0,0,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,['陈光诚'],1,1,[],0,[],0,0,0,[],0,0,['陈光诚'],[],[],1,0,0
83,2011年10月27日,[CODE] 限娱令一个段子 这段子看到私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
86,2011年10月27日,武警部队参谋长集训演示科目 这个视频微博中私密 [CODE] 例子,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
85,2011年10月27日,[CODE] 蟹农场 愤怒的小鸟之决战东尸古 类似于变态辣椒的漫画作者，专门画时政类漫画，大家见到私密，连续发这个内容的反动用户直接封号。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
84,2011年10月27日,[CODE] 北京市民防局局长王永新非正常死亡 这个内容见到私密，加自动私密关键字了，上面领导在盯着，一定别漏,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,['王永新'],1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['王永新', '北京市民防局']",[],[],2,0,0
82,2011年10月27日,此图不上,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
81,2011年10月27日,文字类的还要注意联系新疆的，利比亚的，攻击党和政府的都处理 [CODE] 这样的 织里+新疆 织里+比利亚 自动止了，审核注意织里的事转发新闻的不论文字，图片都不用处理，大家不要过于紧张,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*党', '攻击.*政府']",1,1,1,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],"['比利亚', '新疆', '利比亚']",0,0,3
87,2011年10月27日,[URL],[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
107,2011年10月28日,[URL] 这个微博网管办要求封杀，我们已经发给周XX，等回复吧。网管办表示此为阳光卫视下面的微博，就是不允许在大陆开的。,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['周X'],[],['大陆'],1,0,1
106,2011年10月28日,这两条网管办要求删除，新闻中心报备过陈彤，同意处理。已经通私。,['网管办'],1,1,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
105,2011年10月28日,[URL],[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
104,2011年10月28日,[URL],[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
103,2011年10月28日,三十多名警察，和数十部警车在前门大街围堵十八里店村拆迁维权队伍。以记者身份询问警员，称：有点事。这个就是去正义路北京市政府的事情。大家都看下。看到私密处理。不要放了。[CODE] [CODE] ,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['北京市'],0,0,1
102,2011年10月28日,世界十大奇迹：土鼠治天下，是猫全打怕；改宗崇马列，誓言不西化；专政成民主，圆谎靠瞎话；名曰法治国，领导比法大；官员多罪犯，素质比民差；人均一百外，就敢谈称霸；全民变国有，国有权贵化；娱乐划道道，文盲管文化；对内棍棒狠，对外拳脚差；胸狠有鸡鸡，猛男闹例假。此段子私密。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['土鼠治'],[],[],1,0,0
101,2011年10月28日,网监通知：北京市政府门前正在发生聚集事件，已有多辆警车赶到现场进行紧急处置，请各网站务必在自身互动环节进行控制，严禁文字及相关照片等影响国家政治稳定的负面信息上传。尤其是微博产品。切记，注意保密！且立即进行部署。如有突出情况，请第一时间上报。就此事件，严格执行我总队一大队的相关指令。目前微博已经清理。相关内容均私密处理。陈彤要求：北京市政府聚集的内容坚决删除。发两次以上先审后上。看到仍按照私密处理。发现有转发多，或者有讨论的，马上上报。,['网监'],1,0,1,['陈彤'],1,0,1,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['北京市'],0,0,1
98,2011年10月28日,[CODE] 这个内容也是假的。死亡六人也是虚假信息，看到处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
99,2011年10月28日,山西吕梁:公安局长春节赴新疆给厅长拜年送百箱特供汾酒背后的奥秘与玄机。此内容微博私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['公安局长'],"['新疆', '山西吕梁']",0,1,2
97,2011年10月28日,[URL] 此内容，陈彤要求禁止转发处理。,[],0,0,0,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
96,2011年10月28日,西藏昌都的政府大楼被炸内容，微博看到一律私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],"['西藏', '昌都']",0,0,2
95,2011年10月28日,"[URL] 网监要求处理北京市民防局局长王永新日前非正常死亡内容，据了解这个内容是傅政华亲自安排人在盯，要求是出现一条删除一条， 搜狐和财新的新闻都已经删除了，其他的互动产品也是如此。我们加了几个自动私密关键词,此事已报陈彤同意处理.",['网监'],1,0,1,['陈彤'],1,0,1,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,"['王永新', '傅政华']",1,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,"['傅政华', '王永新', '北京市民防局']",['搜狐'],[],3,1,0
94,2011年10月28日,60多年来，抢劫集团是这样炼成的：先是以阶级斗争抢地主；以集体化抢农民；以国有化抢市民；后来以假改革抢国企；以垄断央企抢民企；以高房价抢中产；以高税收抢平民，抢劫成果一部分转移国外，一部分用于维稳好继续抢劫，一部分天上人间奢华掉。段子 私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['高税'],[],['以假'],1,0,1
108,2011年10月28日,[CODE] 虚假。文字经过篡改，图系PS。看到私密处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
100,2011年10月28日,1115一周年纪念活动筹备工作已启动。整个活动宗旨；公开真相、杜绝灾难，尊重生命，还我家园、时间从下午13时至24时。地点着火大楼旁。告示；参加活动人员必须遵纪守法，注意公共安全。注意相关内容。看到及时上报。,[],0,0,0,[],0,0,0,0,[],0,0,0,['上报'],1,1,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
110,2011年10月29日,[CODE] 虚假 私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
109,2011年10月29日,刑诉修正案、身份证法草案、反恐草案、文化体制改革、限娱令，等，在我看来现在已经失去了讨论的意义，它们全是综合布局的一部分，为即将来临的警察国家做准备，全国人民都被关在一个庞大的集中营或者劳改监狱里，身份证号码就是你的牢号，通过信息技术来精确定位你的位置和状态，在哪个牢房，在哪个 私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['刑诉修正案'],[],0,1,0
111,2011年10月2日,【上联】subway，railway，highway，way way to die。【下联】officer，[CODE] ，[CODE] ter，sir sir to lie。【横批】welcome to china。 此内容网管办要求删除，已报老沉，老沉同意。见到私密处理,['网管办'],1,1,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
112,2011年10月2日,"老沉短信通知：""粉丝到了五万就被调查""，全面删除，今后不许出现。",[],0,0,0,['老沉'],1,1,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
113,2011年10月2日,"审核时注意相关内容，不要漏了,国新办+五万 已加自动私 没问题的放出去",[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],['国新办'],[],0,1,0
114,2011年10月2日,网管办要求关闭超级低俗屠夫二世账号，已经先加为冻结,['网管办'],1,1,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
115,2011年10月2日,【曝湖南武冈二中女生被包养 500元可选初中美女】南武冈二中女生被当地官员和富商包养，包养费每月500元。被包养的每周末要陪睡一天一夜。此内容虚假，私密处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,['南武冈'],[],['包养费'],1,0,1
116,2011年10月2日,"网监通知：(1)胡锦涛 吴邦国 贾庆林 李长春 习近平 李克强 贺国强 周永康等出席　温家宝发表讲话国务院３０日晚在人民大会堂举行国庆招待会，热烈庆祝中华人民共和国成立６２周年。(2)温家宝在北航社区的蔬菜直销市场向蔬菜销售人员和居民了解情况。温家宝和商务部、北京市负责人商量如何进一步做好蔬菜直销市场工作，叮嘱他们要进一步采取政策措施，加大扶持力度。对农民要从种植技术、生产设施、运菜车辆购置、交通便利等方面给予扶持和帮助，对各种蔬菜市场要减免租金、摊位费和其他管理费用，同时要在城市周边多建立些蔬菜基地，加强农产品区域合作，完善蔬菜流通网络，真正建好城市“菜篮子”。针对上述两个信息,部分网民发表过激言论并恶意诋毁党和国家领导人，特别针对总理讲话。相关内容，发表过激言论，攻击领导人，攻击党政的内容，看到一律处理。严重的删除，普通的私密。",['网监'],1,0,1,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*党', '攻击.*领导人']",1,1,1,0,1,0,"['习近平', '李长春', '温家宝', '温', '李克强', '近平', '贺国强', '温家', '周永康', '习', '贾庆林', '吴邦国', '胡锦涛']",1,1,1,1,0,1,1,1,1,1,0,[],0,0,[],0,[],0,0,0,[],0,0,"['习近平', '温家宝', '李克强', '周永康', '贾庆林', '吴邦国', '胡锦涛', '李长春']","['诋毁党', '商务部', '国务院', '北航社区']","['中华人民共和国', '北京市']",8,4,2
117,2011年10月2日,四川色达有200僧俗上街游行的消息，称“好像200僧俗上街了，具体不清楚。”的相关内容，看到私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],['四川'],0,0,1
118,2011年10月2日,说十一是國殤的都不上,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
119,2011年10月2日,上级指示 请新浪针对 领导人 负面评论开展全民清理工作 并抽查清理成果。如仍存在领导人大量负面言论 新浪将承担相应责任,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,['新浪'],1,1,[],['新浪'],[],0,1,0
120,2011年10月2日,求证：特大丑闻曝光： 少林寺弟子爆报料：释永信在海外最少有30亿美元存款，在美国、德国都有别墅，他曾经跟杨澜等明星有染，而且还包养一名北大叫李靖倩的女学生，并且跟李靖倩有一个小孩，现在母子住在德国（此消息在德国国际广播电台以得到证实）中国和尚v5！ 虚假信息，看到私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,['杨澜'],1,['美国'],1,1,0,[],0,0,"['李靖倩', '杨澜']","['德国国际广播电台', '北大']","['德国', '中国']",2,2,2
127,2011年10月30日,国旗倒挂，私密处理,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
126,2011年10月30日,此图私密,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
125,2011年10月30日,10月5日，13名我国船员在湄公河被劫杀事件发生后，引起我国、泰国、缅甸、老挝4国高度关注，事件正在调查和解决中。10月30日、31日，泰国、缅甸、老挝3国副总理将赴北京协商解决，并力争促成对湄公河、金三角地区的4国联合执法和警务合作机制。注意攻击我党和政府的和片面偏激宣扬民族情绪的信息处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,"['攻击', '攻击.*党', '攻击.*政府']",1,1,1,1,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,['泰国'],1,0,0,[],0,0,[],[],"['缅甸', '北京', '老挝']",0,0,3
124,2011年10月30日,这个内容审核看到，私密处理。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
123,2011年10月30日,“发生骚乱时给其中一方发钢管，真是神奇的国家。”以及一张图片（图片中一名特警与一群拿着钢管带着头盔的民众站在一起），被恶意谣传为特警给民众发钢管。,[],0,0,0,[],0,0,0,0,[],0,0,0,[],0,0,[],0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,[],0,0,[],0,[],0,0,0,[],0,0,[],[],[],0,0,0
